Name,Value,Timestamp,Step
"f1_score",0.9404485692188708,1689187337849,1
"accuracy_score",0.9407692307692308,1689187337849,1
"area_Under_ROC",0.9407692307692307,1689187337849,1
"precision",0.9455676516329704,1689187337849,1
"recall",0.9353846153846154,1689187337849,1
